alpha_state_code,numeric_state_code,county_number,county_name,resident_code,region,district,resident_office,
WI,48,87,OUTAGAMIE,,30,3,,
WI,48,89,OZAUKEE,,30,3,,
WI,48,91,PEPIN,,18,5,,
WI,48,93,PIERCE,,18,5,,
WI,48,95,POLK,,18,5,,
WI,48,97,PORTAGE,,30,3,,
WI,48,99,PRICE,,18,5,,
WI,48,101,RACINE,,30,3,,
WI,48,103,RICHLAND,,30,3,,
WI,48,105,ROCK,,30,3,,
WI,48,107,RUSK,,18,5,,
WI,48,109,STCRDIX,,18,5,,
WI,48,111,SAUK,,30,3,,
WI,48,113,SAWYER,,18,5,,
WI,48,115,SHAWANO,,30,3,,
WI,48,117,SHEBOYGAN,,30,3,,
WI,48,119,TAYLOR,,18,5,,
WI,48,121,TREMPEALEAU,,18,5,,
WI,48,123,VERNON,,30,3,,
WI,48,125,VILAS,,30,3,,
WI,48,127,WALWORTLH,,30,3,,
WI,48,129,WASHBURN,,18,5,,
WI,48,131,WASHINGTON,,30,3,,
WI,48,133,WAUKESHA,,30,3,,
WI,48,135,WAUPACA,,30,3,,
WI,48,137,WAUSHARA,,30,3,,
WI,48,139,WINNEBAGO,,30,3,,
WI,48,141,WOOD,,30,3,,
WY,49,1,ALBANY,,27,5,,
WY,49,3,BIG HORN,,27,5,,
WY,49,5,CAMPBELL,,27,5,,
WY,49,7,CARBON,,27,5,,
WY,49,9,CONVERSE,,27,5,,
WY,49,11,CROOK,,27,5,,
WY,49,13,FREMONl,,27,5,,
WY,49,15,GOSHEN,,27,5,,
WY,49,17,HOT SPRINGS,,27,5,,
WY,49,19,JOHNSON,,27,5,,
WY,49,21,LARAMIE,,27,5,,
WY,49,23,LINCOLN,,27,5,,
WY,49,25,NATRONA,,27,5,,
WY,49,27,NIOBRARA,,27,5,,
WY,49,29,PARK,,27,5,,
WY,49,31,PLATTE,,27,5,,
WY,49,33,SHERIDAN,,27,5,,
WY,49,35,SUBLETTE,,27,5,,
WY,49,37,SWEETWATER,,27,5,,
WY,49,39,TETON,,27,5,,
WY,49,41,UINTA,,27,5,,
WY,49,43,WASHAKIE,,27,5,,
WY,49,45,WESTON,,27,5,,
AK,50,10,ALEUTIAN ISLANDS,A,19,6,ANCHORAGE,
AK,50,20,ANCHORAGE,A,19,6,ANCHORAGE,
AK,50,30,ANGOON,A,19,6,ANCHORAGE,
AK,50,40,BARROW,A,19,6,ANCHORAGE,
AK,50,50,BETHEL,A,19,6,ANCHORAGE,
AK,50,60,BRISTOL BAY BORO,A,19,6,ANCHORAGE,
AK,50,70,BRISTOL BAY,A,19,6,ANCHORAGE,
AK,50,80,CORDOVA­ MCCARTHY,A,19,6,ANCHORAGE,
AK,50,90,FAIRBANKS,A,19,6,ANCHORAGE,
AK,50,100,HAINES,A,19,6,ANCHORAGE,
AK,50,110,JUNEAU,A,19,6,ANCHORAGE,
AK,50,120,KENAI­ COOK INLET,A,19,6,ANCHORAGE,
AK,50,130,KETCHIKAN,A,19,6,ANCHORAGE,
AK,50,140,KOBUK,A,19,6,ANCHORAGE,
AK,50,150,KODIAK,A,19,6,ANCHORAGE,
AK,50,160,KUSKOKWIM,A,19,6,ANCHORAGE,
AK,50,170,MATANUSKA­ SUSNITA,A,19,6,ANCHORAGE,
AK,50,180,NOME,A,19,6,ANCHORAGE,
AK,50,190,OUTER KETCHIKAN,A,19,6,ANCHORAGE,
AK,50,200,PRINCE OF WALES,A,19,6,ANCHORAGE,
AK,50,210,SEWARD,A,19,6,ANCHORAGE,
AK,50,220,SITKA,A,19,6,ANCHORAGE,
AK,50,230,SKAGWAY YAKUTAT,A,19,6,ANCHORAGE,
AK,50,240,SOUTHEAST FAIRBANKS,A,19,6,ANCHORAGE,
AK,50,250,UPPER YUKON,A,19,6,ANCHORAGE,
AK,50,260,VALDEZ CHITINA,A,19,6,ANCHORAGE,
AK,50,270,WADE HAMPTON,A,19,6,ANCHORAGE,
AK,50,280,WRANGELL PETERSBURG,A,19,6,ANCHORAGE,
AK,50,290,YUKON KOYUKUK,A,19,6,ANCHORAGE,
HA,51,1,HAWAII,,37,6,,
HA,51,3,HONOLULU,,37,6,,
HA,51,7,KAUAI,,37,6,,
HA,51,9,MAUl,,37,6,,
PR,52,10,"ADJUNTAS, PONCE",,24,1,,
PR,52,20,"AGUADA, AGUADILLA",,24,1,,
PR,52,30,"AGUADILLA, AGUADILLA",,24,1,,
PR,52,40,"AGUGAS BUENAS, GUAYAM",,24,1,,
PR,52,50,"AGUIRRE, GUAYAMA",,24,1,,
PR,52,60,"AIBONITO, GUAYAMA",,24,1,,
PR,52,70,"ANASCO, AQUADILLA",,24,1,,
PR,52,80,ANGELES ARECIBO,,24,1,,
PR,52,90,"ARECIBO, ARECIBO",,24,1,,
PR,52,100,"ARROYO, GUAYAMA",,24,1,,
PR,52,101,"VEGA ALTA, ARECIBO",,24,1,,
PR,52,102,"VEGA BAJA, ARECIBO",,24,1,,
PR,52,103,"VIEQUES, VIEOUES",,24,1,,
PR,52,104,"VILLALBA, PONCE",,24,1,,
PR,52,105,"YABUCOA, HUMACAO",,24,1,,
PR,52,106,"YAUCO, MAYAGUEZ",,24,1,,
PR,52,107,"YUQUIYU, HUMACAO",,24,1,,
PR,52,110,"BAJADERO, ARECIBO",,24,1,,
PR,52,120,"BARCELONETA, ARECIBO",,24,1,,
PR,52,130,"BARRANQUITAS, GUAYAMA",,24,1,,
PR,52,140,"BAYAMON,SAN JUAN",,24,1,,
PR,52,150,"BOQUERON, MAYAGUEZ",,24,1,,
PR,52,160,"CABO ROJO, MAYAGUEZ",,24,1,,
PR,52,170,"CAGUAS, GUAYAMA",,24,1,,
PR,52,175,CAMP TORTUGUERO,,24,1,,
PR,52,180,"CAMUY, AGUADILLA",,24,1,,
PR,52,190,"CANOVANAS, HUMACAO",,24,1,,
PR,52,195,"CAPARRA HGTS, SAN JUAN",,24,1,,
PR,52,200,"CAROLINA, SAN JUAN",,24,1,,
PR,52,210,"CASTANER, AGUDILLA",,24,1,,
PR,52,220,"CATANO, SANJUAN",,24,1,,
PR,52,230,"CAYEY,GUAYAMA",,24,1,,
PR,52,235,"CAYO,SANTIAGO",,24,1,,
PR,52,240,"CEIBA,HUMACAO",,24,1,,
PR,52,250,"C.SAN VICENTE, ARECIB",,24,1,,
PR,52,260,"CENT. SOLLER,AGUADILLA",,24,1,,
PR,52,270,"CIALES,ARECIBO",,24,1,,
PR,52,280,"CIDRA, GUAYAMA",,24,1,,
PR,52,290,"COAMO, PONCE",,24,1,,
PR,52,300,"COLOSO, AGUADILLA",,24,1,,
PR,52,310,"COMBRIO, GUAYAMA",,24,1,,
PR,52,320,"COROZAL, SAN JUAN",,24,1,,
PR,52,330,"CORRAL VIEJO,PONCE",,24,1,,
PR,52,340,"COTO LAUREL, PONCE",,24,1,,
PR,52,350,"CULEBRA, HUMACAO",,24,1,,
PR,52,360,"DORADO, ARECIBO",,24,1,,
PR,52,370,"ENSENADA, MAYAGUEZ",,24,1,,
PR,52,380,"FAJARDO, HUMACAO",,24,1,,
PR,52,390,"FLORIDA, ARECIBO",,24,1,,
PR,52,393,FT BROOKE S.J. MIL I,,24,1,,
PR,52,395,"FT BUCHANAN,DEGUAYN",,24,1,,
PR,52,400,FORTUNA PONCE,,24,1,,
PR,52,410,"GARROCHALES, ARECIBO",,24,1,,
PR,52,420,"GUANICA, MAYAGUEZ",,24,1,,
PR,52,430,"GUAYAMA, GUAYAMA",,24,1,,
PR,52,440,"GUAYANILLA, MAYAGUEZ",,24,1,,
PR,52,450,"GUAYNABO, SAN JUAN",,24,1,,
PR,52,460,"GUARBO, HUMACA",,24,1,,
PR,52,470,"HATILLO, AGUADILLA",,24,1,,
PR,52,480,"HATOREY,SAN JUAN",,24,1,,
PR,52,490,"HORMIGUEROS, MAYAGUEZ",,24,1,,
PR,52,500,"HUMACAO,HUMACAO",,24,1,,
PR,52,505,"ILSA VERDE,CAROLINA",,24,1,,
PR,52,510,"ISABELA, AGUADILLA",,24,1,,
PR,52,520,"JAYUYA, PONCE",,24,1,,
PR,52,530,"JUANA DIAZ, JUANADIA",,24,1,,
PR,52,540,"JUNCOS,HUMACAO",,24,1,,
PR,52,550,"LAJAS,MAYAGUEZ",,24,1,,
PR,52,560,"LAPLATA,GUAYAMA",,24,1,,
PR,52,570,"LAREA,AGUADILLA",,24,1,,
PR,52,580,"LAS MARIAS,AGUADILLA",,24,1,,
PR,52,590,"LAS PIEDRAS, HUMACA",,24,1,,
PR,52,595,"LEVITTOWN, SANJUAN",,24,1,,
PR,52,600,"LOIZA, HUMACAO",,24,1,,
PR,52,610,"LUQUILLO, HUMACAO",,24,1,,
PR,52,620,"MANATI, ARECIBO",,24,1,,
PR,52,630,"MARICAO,AGUADIILA",,24,1,,
PR,52,640,"MAUNABO,GUAYAMA",,24,1,,
PR,52,650,"MAYAGUEQ, MAYAGUEZ",,24,1,,
PR,52,660,"MERCEDI, PONCE",,24,1,,
PR,52,670,"MOCA, AGUADILLA",,24,1,,
PR,52,675,MONA,,24,1,,
PR,52,680,MOROVIS ARECIBO,,24,1,,
PR,52,690,"NAGUABO, HUMACAO",,24,1,,
PR,52,700,"NARANJITO, SAN JUAN",,24,1,,
PR,52,710,"OROCOVIS, PONCE",,24,1,,
PR,52,712,"PARQUERA,LAJAS",,24,1,,
PR,52,720,"PALMER, HUMACAO",,24,1,,
PR,52,740,"PATILLAS, GUAYAMA",,24,1,,
PR,52,750,"PENUELAS, MAYAGUEZ",,24,1,,
PR,52,756,"PLAO SECO, SAN JUAN",,24,1,,
PR,52,757,"PLAYA,HUMACAO",,24,1,,
PR,52,760,"PONCE, PONCE",,24,1,,
PR,52,763,"PUERTA DA PIERRA,S.J",,24,1,,
PR,52,765,PUERTO DE TIERR,,24,1,,
PR,52,768,"PUERTO NUEVO,SAN JUA",,24,1,,
PR,52,770,"PUERTO REAL, HUMACAO",,24,1,,
PR,52,780,"PUNTA SANTIAGO, HUMACAO",,24,1,,
PR,52,790,"QUEBRADILLAS, AGUADIL",,24,1,,
PR,52,795,RAMEY AFB,,24,1,,
PR,52,800,"RINCON, AGUDILLA",,24,1,,
PR,52,810,"RIO BALANCO,HUMACAO",,24,1,,
PR,52,820,"RIO GRANDE, HUMACAO",,24,1,,
PR,52,830,"RIO PIEDRAS, SAN JUAN",,24,1,,
PR,52,840,"ROOSEVELT, SAN JUAN",,24,1,,
PR,52,850,"ROSARIO, MAYAGUEZ",,24,1,,
PR,52,860,"SABANA GRANDE, MAYAGUEZ",,24,1,,
PR,52,870,"SABANA HOYOS, ARECIBO",,24,1,,
PR,52,880,"SABANA SECA, SAN JUAN",,24,1,,
PR,52,890,"SAINT JUST, SAN JUAN",,24,1,,
PR,52,900,"SALINAS, GUAYAMA",,24,1,,
PR,52,910,"SAN ANTONIO, AGUADILL",,24,1,,
PR,52,920,"SAN GERMAN, MAYAGUEZ",,24,1,,
PR,52,930,"SAN JUAN,SAN JUAN",,24,1,,
PR,52,940,"SAN LORENZO,HUMACAO",,24,1,,
PR,52,945,"SAN PATRICIO,SAN JUA",,24,1,,
PR,52,950,"SANS EBASTIAN, AGUADI",,24,1,,
PR,52,960,"SANTA ISABEL, PONCE",,24,1,,
PR,52,963,"SANTA TERESITA, SANJ",,24,1,,
PR,52,964,"SANTURCE,SAN JUAN",,24,1,,
PR,52,970,"TDA ALTA, SAN JUAN",,24,1,,
PR,52,980,"TDA BAJA, SAN JUAN",,24,1,,
PR,52,990,"TRUKILLO ALTO, SAN JU",,24,1,,
VI,54,100,CHARLOTTE AMALIE,,24,1,,
VI,54,200,CHRISTIANSTED,,24,1,,
VI,54,300,CRUZ BAY,,24,1,,
VI,54,380,ESTATE HULL,,24,1,,
VI,54,400,FREDERIKSTED,,24,1,,
VI,54,500,KlNGSHILL,,24,1,,
VI,54,700,ST JOHN IS,,24,1,,
VI,54,800,ST CROIX,,24,1,,
VI,54,900,ST THOMAS,,24,1,,
GQ,87,60,GUAM,,37,6,,
AQ,87,66,AM SAMOA,,37,6,,
TQ,87,75,MARSHALL AND MARIANA,,37,6,,
GU,87,410,GUAM,,37,6,,
